Target	total_coverage	average_coverage
chr2:219692727-219692786	1733	39.4863530832117
chr2:219693242-219693324	1789	29.0208868320205
chr2:219694701-219695105	11780	40.9329644673946
chr2:219695469-219695625	4309	35.7712781263802
chr2:219696059-219696099	469	15.8601281829079
chr2:219696461-219696494	306	23.0552587063285
chr2:219724761-219724841	460	13.1958300651035
chr2:219735749-219735970	5238	34.7535442984131
chr2:219736207-219736542	1173	8.94031698723181
chr2:219738106-219738568	11464	48.6232827964768
chr2:219867659-219867744	2346	38.4008168820829
chr2:219867857-219867995	1416	16.8228912622983
chr2:219868674-219869178	34820	89.4386785215908
chr2:219870156-219870285	2167	20.228699411644
chr2:219870743-219870946	2841	19.5038493389207
chr2:219871187-219871232	769	20.2893733750862
chr2:219873769-219873877	2751	32.7401340955033
chr2:219874069-219874183	3929	44.5283997660623
chr2:219874664-219874808	4665	38.7746836477836
chr2:219875268-219875427	2041	17.4461864730534
chr2:219875527-219875719	3788	23.6601504509167
chr2:219877981-219878092	2384	25.8349736337073
chr2:219878241-219878308	1393	28.0150753003811
chr2:219878590-219878767	2586	19.5672151122625
chr2:219883773-219883902	4244	45.2651385639811
chr2:219884228-219884442	4419	28.4900029859054
chr2:219885874-219886003	4821	52.1758103283256
chr2:219886502-219886653	2112	18.9911857453536
chr2:219886893-219887052	2977	26.1964516926526
chr2:219887929-219888154	5315	33.0953360011386
chr2:219888737-219888983	5080	28.5177304827287
chr2:219890744-219890882	799	7.74339207814931
chr2:219892372-219892732	16683	64.7001348134621
chr2:219892923-219893124	1959	13.6490118712179
chr2:219894125-219894391	9282	48.1903894788356
chr2:219894708-219894931	13140	73.9468328835946
chr2:219895411-219895557	3298	31.4189791217072
chr2:219895828-219896028	4419	31.0735627024267
chr2:219896211-219896381	6191	50.1867692501107
chr2:219897192-219897295	2161	29.239841926176
chr2:219900054-219900387	12914	43.6632780470749
chr2:219903097-219903301	1963	13.2814709783442
chr2:219903618-219903771	1653	12.0077401503583
chr2:220071710-220071765	2505	63.0369567511671
chr2:220072049-220072144	2182	28.3033082720608
chr2:220072370-220072502	4843	49.0325053157246
chr2:220072609-220072761	3255	28.6438173047367
chr2:220072978-220073071	9613	133.272444953913
chr2:220073148-220073209	6372	142.47774242635
chr2:220073294-220073362	2332	45.5176786506864
chr2:220073699-220073772	2469	42.0536369757367
chr2:220073984-220074029	2457	78.6853243314219
chr2:220404105-220405365	33985	38.0824245034288
chr2:220405668-220405848	4267	32.6768550062185
chr2:220406338-220406912	24732	71.0061386841462
chr2:220407947-220408261	2977	24.2080216416449
chr2:220409450-220409616	3927	32.917121174302
chr2:220412228-220412804	12443	31.7628832163538
chr2:220413874-220414077	11354	78.4403535159839
chr2:220414439-220414577	5944	60.1682214034305
chr2:223289322-223289541	319	6.51451849735598
chr2:223339287-223339446	10916	81.4220469816727
chr2:223386486-223386666	7012	47.0101868750502
chr2:223389663-223389753	5150	70.46564958715
chr2:223423066-223423618	40788	88.903346778381
chr2:230787230-230787326	1118	15.0252399561808
chr2:230840957-230841066	2061	20.971579722061
chr2:230861467-230861640	9848	67.5434245810153
chr2:230875412-230875601	0	0
chr2:231774718-231775678	40302	54.4025841507689
chr2:236403331-236403494	4625	39.6806324503447
chr2:236617823-236617882	2205	47.8905089670117
chr2:236626201-236626289	4152	64.674386340267
chr2:236649607-236649693	3124	48.3591668741464
chr2:236653342-236653484	6946	55.4016337342678
chr2:236658998-236659133	6248	59.8663940665175
chr2:236706403-236706531	6548	66.1475438140276
chr2:236708011-236708167	4855	41.639249227196
chr2:236715883-236715976	4036	57.8263053627359
chr2:236761330-236761498	10162	84.6422697624504
chr2:236791989-236792094	4792	50.5936563091985
chr2:236817382-236817551	5907	41.8843722959428
chr2:236839409-236839568	5615	48.6478931764195
chr2:236877106-236877268	3186	27.3725954469419
chr2:236945205-236945360	1079	8.61675729180205
chr2:236949395-236949486	2287	35.8330558140631
chr2:236957703-236957926	14546	87.4531967921768
chr2:237028836-237029092	1210	7.7758408091683
chr2:237032563-237032767	2601	17.8631365921419
chr2:239009061-239009355	2103	16.5644838669345
chr2:239010582-239010773	6120	55.8752646017253
chr2:239013297-239013484	3399	29.8486628088669
chr2:239016432-239016615	14360	110.276527207703
chr2:239025544-239025676	4333	47.9979005189613
chr2:239033911-239034026	4213	59.9614730762193
chr2:239036263-239036376	8956	129.696402116404
chr2:239037348-239037546	5191	51.2351150306979
chr2:239038769-239040374	46906	43.2764297682003
chr2:239079177-239079318	6658	66.0809949041409
chr2:239079584-239079666	4119	58.1475895205705
chr2:239082175-239082295	1352	15.717470371289
chr2:239090706-239090828	8518	77.4963658352575
chr2:239092294-239092382	4162	56.3600934836916
chr2:239092661-239092755	5194	61.1801634687874
chr2:239093822-239093929	6023	68.8834203580387
chr2:239096772-239096899	2553	27.2767570640607
chr2:239098494-239098614	5548	51.3098682100586
chr2:239102916-239102973	2765	61.8352691098511
chr2:239103446-239103512	2947	57.3252650192883
chr2:239112140-239112195	304	38.2692194339461
chr2:240968908-240969847	21756	30.0161134298711
chr2:241065980-241066358	32831	102.281613288855
chr2:241069328-241069446	1586	19.6381833615026
chr2:241070468-241070506	731	26.9270812099162
chr2:241073350-241073423	2908	50.9781010282599
chr2:241075609-241075765	2494	40.7053400937288
chr2:241656781-241656824	52	1.65215665613255
chr2:241657467-241657586	1258	14.7692221496139
chr2:241658423-241658616	5179	37.5699605114966
chr2:241659191-241659344	3607	34.6981850452328
chr2:241660331-241660456	2463	27.625654880966
chr2:241661224-241661302	722	12.49671977772
chr2:241661873-241662074	3345	27.3392619532542
chr2:241662830-241662976	3539	34.0127628125244
chr2:241663392-241663454	3387	75.9670182302164
chr2:241664688-241664822	4122	42.3260239007149
chr2:241666243-241666358	2369	24.1093217517999
chr2:241676480-241676586	5168	65.0444934564542
chr2:241679475-241679560	1327	21.3917637991494
chr2:241679715-241679782	1836	38.9176390579124
chr2:241680686-241680795	786	10.0763299971126
chr2:241682346-241682402	2252	77.5890914090791
chr2:241683359-241683478	4716	51.2135238749268
chr2:241684844-241684935	1410	21.4640352021288
chr2:241685155-241685327	4369	35.3533521757177
chr2:241685456-241685595	6810	68.4683186636552
chr2:241686653-241686739	1693	23.455248485728
chr2:241689846-241689965	5514	64.7562745968282
chr2:241696736-241697012	4039	20.5472575325736
chr2:241697777-241697915	4990	50.5930415239637
chr2:241700082-241700261	2039	15.948726366349
chr2:241700646-241700795	2800	25.8836182845184
chr2:241702136-241702230	1300	18.7040619867845
chr2:241702436-241702509	444	10.5160472901616
chr2:241702583-241702764	8128	62.8658534440551
chr2:241705127-241705211	3619	58.2177601898599
chr2:241706332-241706439	1963	25.5813438988393
chr2:241706683-241706763	2605	41.7164307651104
chr2:241708550-241708626	1875	34.2632411406345
chr2:241709044-241709124	1281	20.5079841541168
chr2:241710388-241710522	1683	17.5736832257334
chr2:241711987-241712014	682	32.80504887369
chr2:241712531-241712674	5874	56.5502297710502
chr2:241713600-241713679	1807	29.302679446015
chr2:241715268-241715344	3503	51.8884150416274
chr2:241722007-241722025	336	24.8873329353089
chr2:241722461-241722527	1339	27.988653861093
chr2:241723156-241723234	4564	85.1086161135788
chr2:241724406-241724518	3606	42.9724593415208
chr2:241725752-241725931	7998	60.747183777254
chr2:241726668-241726734	2677	52.0735983216813
chr2:241727468-241727648	4791	36.697342045592
chr2:241728653-241728730	695	10.8121002854078
chr2:241737064-241737170	3693	47.8437957685448
chr3:11831979-11832056	2280	32.7107404095968
chr3:11850991-11851157	7561	50.671991985855
chr3:11858666-11858812	5772	43.9463146043403
chr3:11871188-11871339	3783	28.111199963572
chr3:11880696-11880789	5847	72.0920173802408
chr3:11885503-11885686	9852	59.9156018313312
chr3:11887976-11888111	4761	49.2819867683916
chr3:15093948-15094141	11128	78.425803769149
chr3:15094887-15094975	7065	90.5452272148688
chr3:15100876-15100983	3226	33.4269523104569
chr3:15106568-15106702	3621	37.1825732399992
chr3:15711777-15712064	16097	62.5454424048021
chr3:15717405-15717497	2352	28.6202426696188
chr3:15718481-15718564	3235	43.0958129720688
chr3:15718987-15719070	3755	50.0229249507005
chr3:15719716-15719862	5076	38.9987840394593
chr3:15720808-15720892	4813	63.3623716042207
chr3:15720983-15721071	7050	88.6424135423935
chr3:15726733-15726953	10082	53.8622555493199
chr3:15727509-15727627	9532	91.3664991170444
chr3:15727729-15727817	4794	61.2471401168172
chr3:15731526-15731728	10087	55.6071396152194
chr3:15736246-15736321	5162	76.0079879787826
chr3:15736695-15736722	446	18.1115081132522
chr3:15737641-15737753	7389	73.1767128081948
chr3:15749431-15749572	5964	50.6228384584057
chr3:15751175-15751244	2205	35.2510544954601
chr3:15752718-15752782	1245	21.671714002499
chr3:15753647-15753730	2161	29.3490639485837
chr3:15755034-15755149	3313	32.256161950969
chr3:15756085-15756164	1661	23.4937223337796
chr3:15762422-15762635	9806	52.0947458725184
chr3:15765889-15766032	4814	37.4108810089915
chr3:15776917-15777005	4069	51.1643876676964
chr3:15778540-15778741	8972	49.7095822440742
chr3:15793257-15793328	1902	29.5661225323827
chr3:15807741-15807820	3842	53.7494649973635
chr3:15836730-15836814	1021	14.3320941557949
chr3:15900884-15900911	737	35.4445355646765
chr3:23250191-23250367	4842	30.6180587617711
chr3:23258753-23258804	2021	43.9004557084791
chr3:23541099-23541232	3693	30.8418749807899
chr3:23574045-23574193	5478	41.1486118666053
chr3:23631225-23631323	3225	45.1680923250997
chr3:28454560-28454892	19699	73.0705244465048
chr3:28476601-28476761	2496	17.3457569739566
chr3:28520305-28520423	4951	51.3939236345346
chr3:28533618-28533665	785	18.2969759047864
chr3:28555555-28555614	2124	76.3430412533913
chr3:28557045-28557113	1437	29.9301548347147
chr3:28562483-28562608	1609	14.29066558435
chr3:28566018-28566180	4465	39.3560701355179
chr3:37903691-37903770	93	2.03310247609791
chr3:37988548-37988703	1449	12.7018081766979
chr3:37998602-37998635	812	30.976006426332
chr3:38006062-38006164	3537	38.429244805527
chr3:38009317-38009374	237	5.05169785304605
chr3:38012898-38012991	1747	23.4345656888173
chr3:38017200-38017386	12753	85.9729628820516
chr3:38022233-38022359	1927	21.031306340447
chr3:38888185-38889234	45013	47.9750065466786
chr3:38891972-38892243	13214	55.2327096134208
chr3:38904686-38904791	4963	57.8289715109086
chr3:38908812-38908950	1098	9.1563816286801
chr3:38912182-38912236	1261	25.6605295105048
chr3:38912936-38913200	8187	35.1201811436511
chr3:38913684-38913786	2770	31.7482694371156
chr3:38921441-38921615	2497	17.6253614579382
chr3:38924724-38924879	4363	32.7702615130034
chr3:38926779-38926894	3162	30.5061506522617
chr3:38927616-38927730	2518	25.6585172375679
chr3:38936024-38936456	20933	55.1392829877394
chr3:38938336-38938717	23485	69.4365839196629
chr3:38941385-38941565	7651	47.3035578896222
chr3:38945356-38945595	11030	52.0121136059976
chr3:38946683-38946813	2244	20.646886256964
chr3:38949440-38949614	5240	33.5052879871135
chr3:38950488-38950686	3111	17.6881926819352
chr3:38951557-38951699	5339	42.453465972934
chr3:38961426-38961493	2393	40.7864644953484
chr3:38962567-38962747	5811	37.6090595125995
chr3:38966906-38967001	5325	62.0754283448626
chr3:38968294-38968423	2152	18.8164130115709
chr3:38986902-38987002	4666	51.7015465933415
chr3:38988278-38988399	8846	81.1445702052639
chr3:38991587-38991854	11645	51.3001973612001
chr3:40547844-40547868	710	40.0234646039156
chr3:40552961-40553088	3590	34.9277517391687
chr3:40553893-40554007	6778	81.7129331381637
chr3:40557351-40558355	44426	49.4633844031536
chr3:42826763-42826813	42	0.927979398540426
chr3:42827520-42827655	770	6.33399899823188
chr3:42835649-42835768	1038	9.68005147256286
chr3:42845664-42845684	1941	112.161888819331
chr3:44396275-44396304	1469	57.8175066692283
chr3:44399233-44399369	7713	63.0042656537906
chr3:44399709-44399757	1751	49.2559443652107
chr3:44402857-44403011	3999	28.8722922534245
chr3:44408948-44409201	10752	47.3707027553278
chr3:44434347-44434470	1733	18.1213790316107
chr3:44437892-44437990	2096	25.5163211943916
chr3:44438235-44438327	2009	24.4443353761868
chr3:44441847-44442080	4399	27.0132938498626
chr3:44442695-44442827	8062	67.8386959845966
chr3:44448934-44449175	7994	42.8146744931402
chr3:44670647-44671037	15530	51.5229051613863
chr3:44672554-44672714	4670	36.5700242405912
chr3:44673597-44673689	5201	67.4006934903344
chr3:44673965-44674092	4217	39.7148220762968
chr3:44683392-44685713	92750	44.6960989380532
chr3:44687983-44688018	200	6.44423820955207
chr3:44803358-44803377	866	60.03003062237
chr3:44815887-44815930	1495	40.1192337476083
chr3:44816746-44816930	9732	61.6390224597464
chr3:44819607-44819684	6456	92.626342240928
chr3:44822377-44822415	1513	44.2460237297148
chr3:44826337-44826435	1944	28.2202708091117
chr3:44827887-44828067	5638	35.1813531082872
chr3:44835709-44835919	5629	29.8570836171072
chr3:44839043-44839169	6100	53.7494649973635
chr3:44839326-44839449	4995	45.0765865103852
chr3:44841806-44841930	4550	43.8731266639516
chr3:44842942-44843019	466	9.18818399136425
chr3:44843257-44843467	1998	10.7668538501255
chr3:44844306-44844484	5309	33.1919452804872
chr3:44846519-44846661	6342	54.7781906558906
chr3:44847337-44847479	4755	37.8033675307996
chr3:44852338-44852536	6695	37.6458880389612
chr3:44853674-44853782	3865	39.6826156320322
chr3:44854567-44854673	3339	35.4840030266543
chr3:44856403-44856569	5638	40.2873854037999
chr3:44867531-44867682	2879	26.1099240491769
chr3:44867867-44867953	502	9.69155997137046
chr3:44868951-44869021	1152	18.3304449742376
chr3:44869706-44869793	3479	44.9433719847371
chr3:44871463-44871568	5231	55.2266520428875
chr3:44872388-44872511	5375	48.5121654723237
chr3:44879767-44879914	3024	25.7540708457524
chr3:44881847-44881949	1524	16.8267620888973
chr3:44882566-44882731	3172	21.7269880755964
chr3:44884617-44884727	2378	23.9707170569129
chr3:44889477-44889550	2197	42.6608880001287
chr3:44890013-44890051	320	14.4170108578196
chr3:44893279-44893445	5453	36.5379977548182
chr3:44893700-44893832	5114	43.0286681063632
chr3:44894165-44894228	1535	36.9066418949606
chr3:45867806-45867825	940	82.533436092268
chr3:45868848-45868952	4606	54.1853263601786
chr3:45869931-45870108	5078	31.927383643031
chr3:45872405-45872483	2962	46.3051717630065
chr3:45872565-45872631	425	9.75763593052753
chr3:45874542-45874614	1385	21.2289683739326
chr3:45875730-45875791	943	29.7576375946727
chr3:45877082-45877277	8706	49.7095822440742
chr3:45879419-45879544	3962	35.1839096297545
chr3:45883481-45883484	32	9.4453758087365
chr3:46244737-46245805	56403	62.2922534586172
chr3:46539553-46539708	6115	51.0832095648125
chr3:46541846-46542390	24510	51.2952742233894
chr3:48601839-48601856	163	12.6852028004754
chr3:48602216-48602414	4582	32.5431627574755
chr3:48602542-48602635	2976	39.4229098061348
chr3:48602843-48602930	3112	49.7555731717798
chr3:48603069-48603102	2285	94.1029227615838
chr3:48603700-48603749	1111	30.3804281685929
chr3:48603943-48603997	872	36.8228708682906
chr3:48604093-48604171	4633	136.256238260268
chr3:48604340-48604457	2238	26.806070234881
chr3:48604561-48604624	2167	59.3455602074786
chr3:48605007-48605070	1312	76.1145045639877
chr3:48605143-48605197	2914	87.4658271910269
chr3:48605271-48605325	2419	60.9727655143611
chr3:48605523-48605604	7770	129.561177914305
chr3:48605932-48605968	1162	46.2742190086119
chr3:48606217-48606289	533	10.8154035367293
chr3:48606808-48606880	889	17.1452327574696
chr3:48607025-48607082	2799	71.5001883126787
chr3:48607158-48607194	2722	92.7423882585416
chr3:48607313-48607349	973	97.6493400016037
chr3:48607567-48607612	991	55.1789191704794
chr3:48607708-48607768	4242	258.195251091693
chr3:48607898-48607934	1815	69.0189724003336
chr3:48608072-48608144	2978	80.1027344615625
chr3:48608294-48608402	8907	120.392523953638
chr3:48608534-48608594	3277	137.614277522663
chr3:48608676-48608712	1533	53.9892186803618
chr3:48609434-48609479	261	9.36072556008159
chr3:48609560-48609605	813	29.1717849464976
chr3:48609813-48609855	2310	124.802815334042
chr3:48609936-48609972	846	32.2160704523067
chr3:48610104-48610173	1776	44.4653532919
chr3:48610295-48610376	5077	87.2483342826907
chr3:48610454-48610490	1810	68.8360474989668
chr3:48610607-48610670	4796	110.404010585972
chr3:48610749-48610782	2873	148.100999336443
chr3:48610946-48610991	2039	62.6417023464563
chr3:48611123-48611159	923	43.7292299815887
chr3:48611288-48611324	300	18.8412291950686
chr3:48611695-48611740	1224	37.6019783315859
chr3:48611921-48611984	1827	42.2985987635097
chr3:48612110-48612155	2453	75.3593951305327
chr3:48612230-48612299	3460	68.5285083987009
chr3:48612497-48612560	447	25.9160605783724
chr3:48612640-48612676	1575	55.474801815665
chr3:48612772-48612973	5645	64.9337060421907
chr3:48613059-48613182	8049	95.6274930228907
chr3:48613300-48613336	1236	40.2692626879841
chr3:48613682-48613730	547	21.9158253638401
chr3:48613833-48613869	965	36.753942143314
chr3:48613955-48613991	1627	64.7780136838161
chr3:48614109-48614205	5104	103.334294860687
chr3:48614317-48614353	1104	38.8857901381124
chr3:48614425-48614461	916	34.8936966053856
chr3:48615754-48615799	1635	44.8017463464533
chr3:48615886-48615949	306	8.37778434116208
chr3:48616352-48616388	535	21.3029355894469
chr3:48616630-48616711	6094	145.94839973482
chr3:48616802-48616838	2373	94.4931043365924
chr3:48616913-48616949	1343	53.4783237826365
chr3:48617021-48617102	2492	53.2637795246685
chr3:48617218-48617248	1019	44.9417044960238
chr3:48617464-48617491	909	623.42707095627
chr3:48617733-48617778	711	25.523248176166
chr3:48618014-48618086	574	11.0050434891541
chr3:48618315-48618360	706	22.6141121229606
chr3:48618555-48618591	2075	77.7479010924367
chr3:48618693-48618774	6276	134.149709931495
chr3:48618881-48618917	2020	76.9324272087237
chr3:48619006-48619066	4190	120.391214726867
chr3:48619139-48619193	6002	191.269373462556
chr3:48619344-48619377	1674	63.8717988455857
chr3:48619756-48619792	1044	104.778113111987
chr3:48619911-48619947	1965	93.0845452634138
chr3:48620042-48620087	570	18.2533452249825
chr3:48620446-48620482	1339	255.057652175785
chr3:48620560-48620605	1666	59.7963809146658
chr3:48620826-48620862	268	10.6662001153247
chr3:48620989-48621049	2227	51.59144039407
chr3:48621151-48621214	2759	60.6607115224951
chr3:48621333-48621387	1173	37.3845481165245
chr3:48621468-48621495	271	14.2608863420364
chr3:48621731-48621809	2013	59.1953785314855
chr3:48621918-48621990	5403	109.033904770053
chr3:48622167-48622203	2354	147.802589567233
chr3:48622343-48622379	1464	146.919558321804
chr3:48622469-48622550	466	11.1542910453953
chr3:48622990-48623053	879	61.6857510128949
chr3:48623123-48623168	1845	78.7673615899307
chr3:48623263-48623290	848	42.6869979877677
chr3:48623373-48623409	1318	50.1984439856153
chr3:48623507-48623680	10336	82.3506655650988
chr3:48623765-48623912	7812	73.1728641165979
chr3:48623996-48624123	3916	39.6799010293758
chr3:48624405-48624542	1504	15.3434348978997
chr3:48624623-48624770	2366	22.499762868121
chr3:48624853-48624988	2737	27.9077255526168
chr3:48625226-48625373	3539	35.2249785576539
chr3:48625715-48625838	3350	53.0614338110179
chr3:48626075-48626222	6523	61.0975392500658
chr3:48626303-48626429	2998	33.2219763174695
chr3:48626760-48626904	4174	40.3098221441154
chr3:48627032-48627152	4444	51.4268762540243
chr3:48627646-48627790	2575	25.028758146674
chr3:48627892-48628018	5908	65.4589723968098
chr3:48628106-48628250	4603	44.6789562990217
chr3:48628897-48629026	3027	33.5556532321556
chr3:48629106-48629256	8352	77.9471065930483
chr3:48629331-48629448	12197	145.495177160267
chr3:48629535-48629682	3809	36.3726013624585
chr3:48629784-48629901	3018	36.0493036819775
chr3:48630003-48630133	4101	44.1244604488943
chr3:48630208-48630372	4649	39.6524901578268
chr3:48630535-48630697	3913	32.3337119645852
chr3:48630789-48630883	5440	79.3838234050094
chr3:48630970-48631130	8423	73.6202372270226
chr3:48631801-48631982	3034	23.1108686021919
chr3:48632508-48632593	1541	41.6319145715942
chr3:49059578-49059655	3529	66.6490184001784
chr3:49059779-49059972	7012	51.0686019129468
chr3:49060135-49060202	4810	96.7196889579777
chr3:49060309-49060410	6405	88.386630939369
chr3:49060489-49060606	5710	60.2550412355926
chr3:51624437-51624576	4152	41.1198777889029
chr3:51661569-51661771	3173	21.0485596837346
chr3:51663350-51663490	4635	39.8870635669308
chr3:51664288-51664405	2360	24.1061135516217
chr3:51664721-51664948	7733	41.161216799218
chr3:51667593-51667776	8448	57.1669548073168
chr3:51667918-51668052	3024	25.5506814010212
chr3:51669609-51669806	2836	17.2599773029612
chr3:51671177-51671520	16291	61.4331517734959
chr3:51672160-51672338	5387	37.4679518656537
chr3:51673435-51673687	10774	53.0204516596721
chr3:51673897-51674016	3135	29.511677583292
chr3:51675765-51675884	4655	48.3011582874279
chr3:51677891-51677991	4635	55.686563647291
chr3:51679040-51679246	4766	27.1790688896393
chr3:51679607-51679780	4731	32.1024710299432
chr3:51680301-51680498	2072	12.6074973874982
chr3:51689987-51690187	5743	37.0596525795772
chr3:51691596-51691686	1834	22.5494840661435
chr3:51694042-51694135	2433	33.7253434575854
chr3:51696442-51697437	56536	78.6906359844278
chr3:51967522-51967616	4683	67.392047904138
chr3:51967724-51967798	1860	33.9079486310128
chr3:51968488-51968568	3912	67.9636364309096
chr3:51968647-51968793	4571	43.7780573692368
chr3:51969213-51969276	1807	39.1373617660394
chr3:51969358-51969493	6488	67.1591999063115
chr3:51969608-51969709	2595	35.2693759591939
chr3:51970273-51970366	2902	42.7973913467105
chr3:51970447-51970572	2308	25.7783399464651
chr3:51971208-51971335	2278	22.4386911920897
chr3:51971561-51971603	1538	48.9067468762632
chr3:51971685-51971753	937	19.1895853341953
chr3:51972111-51972221	4310	53.0905502154124
chr3:51975425-51975508	5590	93.1788351403571
chr3:51975797-51975884	1096	46.2256381376413
chr3:52279841-52280065	2274	71.2526350786732
chr3:52280711-52280829	5245	53.4901661706818
chr3:52280990-52281245	7384	40.3798287820871
chr3:52281698-52281811	2177	26.9171892230559
chr3:52282169-52282254	3114	50.6988072191184
chr3:52282351-52282470	5050	54.8362616961048
chr3:52282653-52282717	995	18.5783676060149
chr3:52282972-52283080	2632	33.0192322354419
chr3:52283190-52283339	10620	96.8017243175688
chr3:52283686-52283831	6525	56.3362420996904
chr3:52582079-52582252	11068	80.1868059960015
chr3:52584437-52584654	5716	35.3098678763609
chr3:52584763-52584834	1828	32.9347070001913
chr3:52588740-52588896	2807	25.7721254205731
chr3:52595783-52595985	7749	45.066249327434
chr3:52597299-52597510	7385	39.7290282677485
chr3:52598066-52598250	3384	20.4679932292687
chr3:52610557-52610715	7158	50.3810309011306
chr3:52613070-52613216	9926	81.382239350275
chr3:52620441-52620705	8816	37.2318280337764
chr3:52621369-52621527	8089	62.8312640059787
chr3:52623086-52623272	8522	51.5707575505942
chr3:52637537-52637749	2776	17.9626351827231
chr3:52643329-52643972	38462	66.831522999012
chr3:52649367-52649473	3223	33.7067225842304
chr3:52651278-52651555	13221	54.0730273613482
chr3:52661289-52661387	4723	54.4206700733357
chr3:52662910-52663052	4357	42.0047194180792
chr3:52668618-52668832	5057	26.740908400734
chr3:52675970-52676062	5152	62.9866634949262
chr3:52678720-52678806	1760	43.6276758349183
chr3:52682360-52682459	3848	44.5996917812165
chr3:52685758-52685827	1901	31.4794082322723
chr3:52692215-52692332	5242	49.7095822440742
chr3:52696149-52696293	11846	91.4289254691775
chr3:52702514-52702662	2501	23.1460203160338
chr3:52712516-52712614	5025	57.4441881340391
chr3:52713590-52713728	4166	36.1230111571052
chr3:102153959-102153999	1255	34.5714676932479
chr3:102157324-102157438	5045	49.5475428847692
chr3:102171763-102171984	11459	57.7669661287508
chr3:102175037-102175219	5053	31.3910068428685
chr3:102176625-102176698	3989	60.329661836516
chr3:102181125-102181223	3185	36.0008388291731
chr3:102183015-102183096	4982	78.7592982804481
chr3:102187808-102187980	5078	35.3757216370049
chr3:102189238-102189347	3318	41.8130652094845
chr3:102195856-102195886	563	20.3225126869065
chr3:102196287-102196463	13389	88.6214723219012
chr3:114057852-114058274	20863	66.4181038772738
chr3:114069121-114070726	91278	78.8015459717208
chr3:114099064-114099252	11365	72.966508435642
chr3:114099624-114099635	1215	113.306960878265
chr3:118931396-118931529	8163	69.2625909767311
chr3:118935087-118935192	2406	25.8928780269277
chr3:118937497-118937620	3242	29.8281392248528
chr3:118942905-118943093	5906	35.294294851813
chr3:118945656-118945889	11190	58.0285786361616
chr3:118948694-118948947	9712	43.1889227242666
chr3:120050047-120050256	8336	44.8378721797433
chr3:120053709-120053987	8244	33.0688463600269
chr3:120054672-120054801	1741	19.2397874813649
chr3:120067591-120068091	11523	45.167023599312
chr3:121289561-121289664	4987	56.1792649105653
chr3:121295631-121295748	147	1.6833461039455
chr3:121303764-121303913	4280	31.927383643031
chr3:121304869-121305448	11553	22.5431092913723
chr3:122459192-122459723	34503	72.583599827795
chr3:122459850-122459961	4314	46.4283747004235
chr3:122471438-122471522	5007	65.9250673119859
chr3:122474107-122474279	9882	63.9219121517677
chr3:122478071-122478208	6132	50.6793202967576
chr3:122487548-122487730	4153	26.2985188803483
chr3:122496568-122496754	10126	60.5982412993386
chr3:122512464-122512528	1902	43.1067700793373
chr3:128514211-128514264	1531	32.0189842895648
chr3:128516786-128516913	4314	37.7130329046668
chr3:128525215-128525434	10006	53.285359085141
chr3:128526386-128526515	3038	30.3144585503927
chr3:128532170-128532266	1731	21.6606049488809
chr3:128720472-128721168	16360	60.122991315281
chr3:128722637-128722921	318	7.14530359875514
chr3:128749546-128749704	3154	27.5056768486795
chr3:128751665-128751810	2726	27.6607649357172
chr3:128753007-128753173	1795	15.1264822284116
chr3:128755820-128755961	1157	11.4679842010748
chr3:128757674-128757744	2777	50.9659266857096
chr3:128758555-128758692	5488	58.5904390312797
chr3:129120436-129120695	6857	34.3638835771455
chr3:129121366-129121423	2432	47.6720361072609
chr3:129123093-129123247	4240	35.6409638162659
chr3:129127488-129127702	5201	32.5761138035534
chr3:129130001-129130198	4827	33.7998186275608
chr3:129134088-129134245	3195	25.1778659595719
chr3:129137097-129137292	3336	23.596099796599
chr3:129140210-129140647	18587	55.3053932125164
chr3:129147283-129147332	834	21.0268184878683
chr3:129247577-129247938	15757	58.6208447237982
chr3:129249719-129249888	3374	27.9741469150607
chr3:129251094-129251260	12545	91.1565626756266
chr3:129251376-129251616	11888	64.2840491793929
chr3:129252451-129252562	2700	33.9255336304188
chr3:129694660-129694871	3513	24.5494844662471
chr3:129695542-129696060	13851	37.3695433493032
chr3:129800860-129800880	0	0
chr3:129810104-129810215	0	0
chr3:129810944-129811066	0	0
chr3:129811944-129812004	0	0
chr3:129813246-129813357	0	0
chr3:129814892-129815007	0	0
chr3:129816018-129816094	0	0
chr3:129817066-129817099	0	0
chr3:133524693-133524847	5247	49.8689052353236
chr3:133525453-133525548	3966	47.1204753873297
chr3:133526590-133526668	4825	68.3534732883398
chr3:133529961-133530044	5333	74.9608637620851
chr3:133534434-133534571	5563	45.110158943238
chr3:133535722-133535777	2515	53.5932013769151
chr3:133538397-133538611	12347	74.4954794415513
chr3:136646844-136647070	11476	56.5807401679512
chr3:136649403-136649437	415	25.5770754029723
chr3:136664425-136665138	39675	62.187336454372
chr3:136667101-136667296	10655	74.9385148528646
chr3:137483627-137484350	42076	81.9071747457597
chr3:149192665-149192839	10157	68.0009287885133
chr3:149193610-149193700	3275	49.2075431947642
chr3:149205406-149205543	4078	33.7063676517936
chr3:149216509-149216699	4324	29.5031598098815
chr3:149220463-149220481	643	38.2961254226927
chr3:149459308-149459506	5531	31.0992636326615
chr3:149468465-149468639	5024	32.6416445656919
chr3:149469190-149469273	3277	44.0585741494152
chr3:149469997-149470075	1813	31.8173026046973
chr3:149470165-149470232	584	11.7447289814677
chr3:150264590-150264618	738	37.7057561657206
